country,region,type,regulator number,name,producer,application method,formulation,min rate,max rate,rate UOM,min days between applications,REI (h),PHI (d),AI1,[AI1],[AI1]UOM,AI1 EIQ,AI2,[AI2],[AI2]UOM,AI2 EIQ,AI3,[AI3],[AI3]UOM,AI3 EIQ,AI4,[AI4],[AI4]UOM,AI4 EIQ
United States,,Field Herbicide - Post-emergence,34704-929,MAD DOG 5.4,"LOVELAND PRODUCTS, INC.",Foliar,Liquid,0.75,7.5,pt/acre,,4,14,Glyphosate,5.4,lb/gal,15.33,,,,,,,,,,,,
Canada,,Field Herbicide - Pre-plant,32457,MAD DOG K PlUS,Loveland Products Canada Inc.,Ground,Liquid,0.5,8,l/ha,,12,,Glyphosate,540,g/L,15.33,,,,,,,,,,,,
United States,,Field Herbicide - Pre-plant,34704-890,MAD DOG PLUS,Loveland Products Inc.,Ground,Liquid,0.5,5,qt/acre,,4,,Glyphosate,4,lb/gal,15.33,,,,,,,,,,,,
Canada,,Field Herbicide - Pre-plant,30076,MAD DOG PLUS,LOVELAND PRODUCTS CANADA INC.,Ground,Liquid,0.75,3.5,l/ha,,12,,Glyphosate,360,g/L,15.33,,,,,,,,,,,,
Canada,,Field Herbicide - Pre-emergence,30076,MAD DOG PLUS,LOVELAND PRODUCTS CANADA INC.,Ground,Liquid,0.75,3.5,l/ha,,12,,Glyphosate,360,g/L,15.33,,,,,,,,,,,,
United States,,Field Herbicide - Pre-plant,34704-890,MAKAZE HERBICIDE,Loveland Products Inc.,Ground,Liquid,0.5,5,qt/acre,,4,,Glyphosate,4,lb/gal,15.33,,,,,,,,,,,,
Canada,,Field Herbicide - Pre-plant,28977,MAVERICK III,Corteva Agrosciences Canada Company,Ground,Liquid,0.56,9,l/ha,,12,,Glyphosate,480,g/L,15.33,,,,,,,,,,,,
United States,,Field Herbicide - Pre-plant,524-445-34704,MIRAGE HERBICIDE,Loveland Products Inc.,Ground,Liquid,0.5,5,qt/acre,,12,,Glyphosate,4,lb/gal,15.33,,,,,,,,,,,,
Canada,,Field Herbicide - Pre-plant,28609,MON 79791,Bayer Cropscience Inc.,Ground,Liquid,0.5,8,l/ha,,12,,Glyphosate,540,g/L,15.33,,,,,,,,,,,,
Canada,,Field Herbicide - Pre-plant,28608,MON 79828,Bayer Cropscience Inc.,Ground,Liquid,0.5,8,l/ha,,12,,Glyphosate,540,g/L,15.33,,,,,,,,,,,,
United States,Washington,Field Herbicide - Pre-emergence,89167-29-89391,PAVILION 3.3 EC HERBICIDE,"INNVICTIS CROP CARE, LLC",Ground,Liquid,1.8,3.6,pt/acre,,24,,Glyphosate,3.3,lb/gal,15.33,,,,,,,,,,,,
United States,Washington,Field Herbicide - Post-emergence,89167-29-89391,PAVILION 3.3 EC HERBICIDE,"INNVICTIS CROP CARE, LLC",Foliar,Liquid,1.8,3.6,pt/acre,,24,,Glyphosate,3.3,lb/gal,15.33,,,,,,,,,,,,
United States,Wisconsin,Field Herbicide - Pre-emergence,89167-29-89391,PAVILION 3.3 EC HERBICIDE,"INNVICTIS CROP CARE, LLC",Ground,Liquid,1.8,3.6,pt/acre,,24,,Glyphosate,3.3,lb/gal,15.33,,,,,,,,,,,,
United States,Wisconsin,Field Herbicide - Post-emergence,89167-29-89391,PAVILION 3.3 EC HERBICIDE,"INNVICTIS CROP CARE, LLC",Chemigation,Liquid,1.8,3.6,pt/acre,,24,,Glyphosate,3.3,lb/gal,15.33,,,,,,,,,,,,
United States,Wisconsin,Field Herbicide - Post-emergence,89167-29-89391,PAVILION 3.3 EC HERBICIDE,"INNVICTIS CROP CARE, LLC",Foliar,Liquid,1.8,3.6,pt/acre,,24,,Glyphosate,3.3,lb/gal,15.33,,,,,,,,,,,,
United States,Washington,Field Herbicide - Post-emergence,89167-29-89391,PAVILION 3.3 EC HERBICIDE,"INNVICTIS CROP CARE, LLC",Chemigation,Liquid,1.8,3.6,pt/acre,,24,,Glyphosate,3.3,lb/gal,15.33,,,,,,,,,,,,
Canada,,Field Herbicide - Pre-plant,28487,R/T 540,Bayer Cropscience Inc.,Ground,Liquid,0.5,8,l/ha,,12,,Glyphosate,540,g/L,15.33,,,,,,,,,,,,
United States,,Field Herbicide - Pre-plant,1381-192,RASCAL PLUS,"Winfield Solutions, LLC",Ground,Liquid,0.5,5,qt/acre,,4,14,Glyphosate,4,lb/gal,15.33,,,,,,,,,,,,
Canada,,Field Herbicide - Pre-plant,27946,RENEGADE HC LIQUID,Bayer Cropscience Inc.,Ground,Liquid,0.5,8,l/ha,,12,,Glyphosate,540,g/L,15.33,,,,,,,,,,,,
United States,,Field Herbicide - Pre-plant,524-343,ROUNDUP CUSTOM,BAYER CROPSCIENCE LP,Ground,Liquid,0.7,8,qt/acre,,4,,Glyphosate,5.4,lb/gal,15.33,,,,,,,,,,,,
United States,,Field Herbicide - Pre-plant,524-494,ROUNDUP D-PAK,BAYER CROPSCIENCE LP,Ground,Liquid,0.5,3.2,qt/acre,,4,,Glyphosate,6.42,lb/gal,15.33,,,,,,,,,,,,
United States,,Field Herbicide - Pre-plant,524-445,ROUNDUP ORIGINAL,BAYER CROPSCIENCE LP,Ground,Liquid,0.5,5,qt/acre,,12,,Glyphosate,4,lb/gal,15.33,,,,,,,,,,,,
United States,,Field Herbicide - Pre-plant,524-454,ROUNDUP ORIGINAL RT,BAYER CROPSCIENCE LP,Ground,Liquid,0.5,5,qt/acre,,12,,Glyphosate,4,lb/gal,15.33,,,,,,,,,,,,
United States,,Field Herbicide - Pre-plant,524-659,ROUNDUP POWER MAX3,BAYER CROPSCIENCE LP,Ground,Liquid,22,66,fl oz/acre,,,,Glyphosate,4.8,lb/gal,15.33,,,,,,,,,,,,
United States,,Field Herbicide - Post-emergence,524-659,ROUNDUP POWER MAX3,BAYER CROPSCIENCE LP,Ground,Liquid,22,66,fl oz/acre,,,,Glyphosate,4.8,lb/gal,15.33,,,,,,,,,,,,
United States,,Field Herbicide - Pre-plant,524-549,ROUNDUP POWERMAX,BAYER CROPSCIENCE LP,Ground,Liquid,11,32,fl oz/acre,,,,Glyphosate,5.5,lb/gal,15.33,,,,,,,,,,,,
United States,,Field Herbicide - Post-emergence,524-549,ROUNDUP POWERMAX,BAYER CROPSCIENCE LP,Ground,Liquid,22,44,fl oz/acre,,,,Glyphosate,5.5,lb/gal,15.33,,,,,,,,,,,,
Canada,,Field Herbicide - Pre-plant,25344,ROUNDUP TRANSORB,Bayer Cropscience Inc.,Ground,Liquid,0.75,3.5,l/ha,,12,,Glyphosate,360,g/L,15.33,,,,,,,,,,,,
Canada,,Field Herbicide - Pre-plant,28198,ROUNDUP TRANSORB HC,Bayer Cropscience Inc.,Ground,Liquid,0.5,8,l/ha,,12,,Glyphosate,540,g/L,15.33,,,,,,,,,,,,
Canada,,Field Herbicide - Pre-plant,26920,ROUNDUP TRANSORB MAX,Bayer Cropscience Inc.,Ground,Liquid,0.56,9,l/ha,,12,,Glyphosate,480,g/L,15.33,,,,,,,,,,,,
United States,,Field Herbicide - Pre-plant,524-475,ROUNDUP ULTRA,BAYER CROPSCIENCE LP,Ground,Liquid,0.5,5,qt/acre,,4,,Glyphosate,4,lb/gal,15.33,,,,,,,,,,,,
Canada,,Field Herbicide - Pre-plant,28486,ROUNDUP ULTRA 2,Bayer Cropscience Inc.,Ground,Liquid,0.5,8,l/ha,,12,,Glyphosate,540,g/L,15.33,,,,,,,,,,,,
United States,,Field Herbicide - Pre-plant,524-475,ROUNDUP ULTRA RT,BAYER CROPSCIENCE LP,Ground,Liquid,0.5,5,qt/acre,,4,,Glyphosate,4,lb/gal,15.33,,,,,,,,,,,,
United States,,Field Herbicide - Pre-plant,524-504,ROUNDUP ULTRADRY,BAYER CROPSCIENCE LP,Ground,Dry,0.59,5.9,lb/acre,,4,,Glyphosate,71.4,%,15.33,,,,,,,,,,,,
Canada,,Field Herbicide - Pre-plant,27487,ROUNDUP WEATHERMAX,Bayer Cropscience Inc.,Ground,Liquid,0.5,8,l/ha,,12,,Glyphosate,540,g/L,15.33,,,,,,,,,,,,
United States,Idaho,Field Herbicide - Pre-plant,524-544,RT 3 HERBICIDE,BAYER CROPSCIENCE LP,Ground,Liquid,0.4,3.3,qt/acre,,,,Glyphosate,5.5,lb/gal,15.33,,,,,,,,,,,,
United States,Idaho,Field Herbicide - Pre-emergence,524-544,RT 3 HERBICIDE,BAYER CROPSCIENCE LP,Ground,Liquid,0.4,3.3,qt/acre,,,,Glyphosate,5.5,lb/gal,15.33,,,,,,,,,,,,
United States,Washington,Field Herbicide - Pre-plant,524-544,RT 3 HERBICIDE,BAYER CROPSCIENCE LP,Ground,Liquid,0.4,3.3,qt/acre,,,,Glyphosate,5.5,lb/gal,15.33,,,,,,,,,,,,
United States,Washington,Field Herbicide - Pre-emergence,524-544,RT 3 HERBICIDE,BAYER CROPSCIENCE LP,Ground,Liquid,0.4,3.3,qt/acre,,,,Glyphosate,5.5,lb/gal,15.33,,,,,,,,,,,,
United States,,Field Herbicide - Pre-plant,524-539,RT MASTER II HERBICIDE,BAYER CROPSCIENCE LP,Ground,Liquid,0.4,3.3,qt/acre,,4,,Glyphosate,5.5,lb/gal,15.33,,,,,,,,,,,,
United States,,Field Herbicide - Pre-emergence,524-539,RT MASTER II HERBICIDE,BAYER CROPSCIENCE LP,Ground,Liquid,0.5,896,fl oz/acre,,4,,Glyphosate,5.5,lb/gal,15.33,,,,,,,,,,,,
Canada,,Field Herbicide - Pre-plant,31493,SHARDA GLYPHOSATE 360,Sharda Cropchem Limited,Ground,Liquid,0.75,12,l/ha,,12,,Glyphosate,360,g/L,15.33,,,,,,,,,,,,
United States,,Field Herbicide,80967-1-93033,SLAM 41 PLUS,"APEX AgChem, Inc.",Foliar,Liquid,0.5,5,qt/acre,,4,,Glyphosate,4,lb/gal,15.33,,,,,,,,,,,,
Canada,,Field Herbicide - Pre-plant,29498,START UP,Bayer Cropscience Inc.,Ground,Liquid,0.5,8,l/ha,,12,,Glyphosate,540,g/L,15.33,,,,,,,,,,,,
Canada,,Field Herbicide - Pre-emergence,33379,STONEWALL 540,"Winfield United Canda, ULC",Ground,Liquid,0.5,8,l/ha,,12,,Glyphosate,540,g/L,15.33,,,,,,,,,,,,
Canada,,Field Herbicide - Pre-plant,28072,TOUCHDOWN TOTAL,"Syngenta Canada, Inc.",Ground,Liquid,0.5,8.6,l/ha,,12,,Glyphosate,500,g/L,15.33,,,,,,,,,,,,
United States,,Field Herbicide - Pre-plant,100-1169,TRAXION HERBICIDE,Syngenta Crop Protection,Ground,Liquid,0.4,3.6,qt/acre,,12,,Glyphosate,4.17,lb/gal,15.33,,,,,,,,,,,,
Canada,,Field Herbicide - Pre-plant,30516,VANTAGE MAX,Corteva Agrosciences Canada Company,Ground,Liquid,0.56,9,l/ha,,12,,Glyphosate,480,g/L,15.33,,,,,,,,,,,,
Canada,,Field Herbicide - Pre-plant,27615,VANTAGE PLUS MAX,Corteva Agrosciences Canada Company,Ground,Liquid,0.56,9,l/ha,,12,,Glyphosate,480,g/L,15.33,,,,,,,,,,,,
Canada,,Field Herbicide - Pre-plant,28840,VANTAGE PLUS MAX II,Corteva Agrosciences Canada Company,Ground,Liquid,0.56,9,l/ha,,12,,Glyphosate,480,g/L,15.33,,,,,,,,,,,,
Canada,,Field Herbicide - Pre-plant,28840,VP480 HERBICIDE,Corteva Agrosciences Canada Company,Ground,Liquid,0.56,9,l/ha,,12,,Glyphosate,480,g/L,15.33,,,,,,,,,,,,
Canada,,Field Herbicide - Pre-plant,29022,WEED MASTER GLYPHOSATE 41,Teragro Inc,Ground,Liquid,0.75,12,l/ha,,12,,Glyphosate,356,g/L,15.33,,,,,,,,,,,,
Canada,,Field Herbicide - Pre-plant,29126,WISE UP,Mey Canada Corporation,Ground,Liquid,0.75,12,l/ha,,12,,Glyphosate,356,g/L,15.33,,,,,,,,,,,,
Canada,,Field Herbicide - Pre-plant,27764,ROUNDUP ULTRA,Bayer Cropscience Inc.,Ground,Liquid,0.5,8,l/ha,,12,,Glyphosate,540,g/l,15.33,,,,,,,,,,,,
United States,Idaho,Nematicide,71771-3,EMPLOY,"Plant Health Care, Inc.",Ground,Dry,1,9,oz/acre,21,4,1,Harpin protein,1,%,,,,,,,,,,,,,
United States,Washington,Nematicide,71771-3,EMPLOY,"Plant Health Care, Inc.",Ground,Dry,1,9,oz/acre,21,4,1,Harpin protein,1,%,,,,,,,,,,,,,
United States,Wisconsin,Nematicide,71771-3,EMPLOY,"Plant Health Care, Inc.",Ground,Dry,1,9,oz/acre,21,4,1,Harpin protein,1,%,,,,,,,,,,,,,
United States,Idaho,Field Insecticide,10163-337,ONAGER EW MITICIDE,Gowan Company,Foliar,Liquid,12,24,fl oz/acre,,12,21,Hexythiazox,1,lb/gal,33,,,,,,,,,,,,
United States,Washington,Field Insecticide,10163-337,ONAGER EW MITICIDE,Gowan Company,Foliar,Liquid,12,24,fl oz/acre,,12,21,Hexythiazox,1,lb/gal,33,,,,,,,,,,,,
United States,Idaho,Field Insecticide,10163-277,ONAGER MITICIDE,Gowan Company,Foliar,Liquid,12,24,fl oz/acre,,12,21,Hexythiazox,1,lb/gal,33,,,,,,,,,,,,
United States,Washington,Field Insecticide,10163-277,ONAGER MITICIDE,Gowan Company,Foliar,Liquid,12,24,fl oz/acre,,12,21,Hexythiazox,1,lb/gal,33,,,,,,,,,,,,
United States,Washington,Field Insecticide,10163-337,ONAGER OPTEK,Gowan Company,Foliar,Liquid,12,24,fl oz/acre,,12,21,Hexythiazox,1,lb/gal,33,,,,,,,,,,,,
United States,Idaho,Field Insecticide,89167-72-89391,PRONEVA EC,"Innvictis Crop Care, LLC",Foliar,Liquid,12,24,fl oz/acre,,12,21,Hexythiazox,1,lb/gal,33,,,,,,,,,,,,
United States,Washington,Field Insecticide,89167-72-89391,PRONEVA EC,"Innvictis Crop Care, LLC",Foliar,Liquid,12,24,fl oz/acre,,12,21,Hexythiazox,1,lb/gal,33,,,,,,,,,,,,
United States,,Biological,,GROW-PLEX ORG,EarthGreen Product INC,Adjuvant,Liquid,2,8,fl oz/acre,,,,Humic Acids,10,%,,,,,,,,,,,,,
United States,,Biological,,GROW-PLEX ORG,Earthgreen,Adjuvant,Liquid,2,4,oz/acre,,,,Humic Acids,10,%,,,,,,,,,,,,,
United States,,Biological,,GROW-PLEX ORG LC,SIMPLOT GROWER SOLUTIONS,Furrow,Liquid,1,2,gal/acre,,,,Humic Acids,0.25,%,,,,,,,,,,,,,
United States,,Biological,,GROW-PLEX ORG LC,SIMPLOT GROWER SOLUTIONS,Foliar,Liquid,0.5,1,gal/acre,,,,Humic Acids,0.25,%,,,,,,,,,,,,,
United States,,Field Fungicide,70299-12,OXIDATE 2.0,"BioSafe Systems, LLC",Foliar,Liquid,9.6,32,fl oz/acre,5,1,0,Hydrogen peroxide,2.49,lb/gal,16,Peroxyacetic acid,0.18,lb/gal,,,,,,,,,
United States,,Field Fungicide,70299-18,SANIDATE 12.0,"BioSafe Systems, LLC",Foliar,Liquid,23,45.5,gal/acre,,0,0,Hydrogen peroxide,0.185,%,16,Peroxyacetic acid,0.12,%,,,,,,,,,
United States,,Field Fungicide,70299-18,SANIDATE 12.0,"BioSafe Systems, LLC",Chemigation,Liquid,23,45.5,gal/acre,,0,0,Hydrogen peroxide,0.185,%,16,Peroxyacetic acid,0.12,%,,,,,,,,,
Canada,,Field Fungicide,32907,OXIDATE 2.0,"BioSafe Systems, LLC",Foliar,Liquid,37.36,93.406,l/ha,5,4,0,Hydrogen peroxide,297,g/L,16,Peroxyacetic acid,27.5,g/L,,,,,,,,,
United States,,Field Insecticide,66222-156,ACRONYX 4F,"Atticus, LLC",Foliar,Liquid,6.4,6.4,fl oz/acre,,12,7,Imidacloprid,4,lb/gal,36.71,,,,,,,,,,,,
United States,,Seed Treatment,66222-156,ACRONYX 4F,"Atticus, LLC",Seed Treatment - Liquid,Liquid,4,8,fl oz/acre,,,,Imidacloprid,4,lb/gal,36.71,,,,,,,,,,,,
United States,,Field Insecticide,66222-156,ACRONYX 4F,"Atticus, LLC",Furrow,Liquid,6.5,10,fl oz/acre,,,,Imidacloprid,4,lb/gal,36.71,,,,,,,,,,,,
United States,,Field Insecticide,264-758,ADMIRE 2 FLOWABLE,Bayer Crop Science LP,Foliar,Liquid,13,20,fl oz/acre,,12,,Imidacloprid,2,lb/gal,36.71,,,,,,,,,,,,
Canada,,Field Insecticide,24094,ADMIRE 240 Flowable Systemic Insecticide,Bayer CropScience Inc.,Foliar,Liquid,200,200,ml/ha,,12,7,Imidacloprid,240,g/L,36.71,,,,,,,,,,,,
Canada,,Field Insecticide,24094,ADMIRE 240 Flowable Systemic Insecticide,Bayer CropScience Inc.,Furrow,Liquid,667,1333,ml/ha,,12,7,Imidacloprid,240,g/L,36.71,,,,,,,,,,,,
Canada,,Seed Treatment,24094,ADMIRE 240 Flowable Systemic Insecticide,Bayer CropScience Inc.,Seed Treatment - Liquid,Liquid,26,39,ml/100kg,,12,7,Imidacloprid,240,g/L,36.71,,,,,,,,,,,,
United States,,Field Insecticide,264-827,ADMIRE PRO SYSTEMIC,Bayer Crop Science LP,Foliar,Liquid,1.3,1.3,fl oz/acre,7,12,7,Imidacloprid,4.6,lb/gal,36.71,,,,,,,,,,,,
United States,,Field Insecticide,264-827,ADMIRE PRO SYSTEMIC,Bayer Crop Science LP,Furrow,Liquid,5.7,8.7,fl oz/acre,,12,7,Imidacloprid,4.6,lb/gal,36.71,,,,,,,,,,,,
United States,,Seed Treatment,264-827,ADMIRE PRO SYSTEMIC,Bayer Crop Science LP,Seed Treatment - Liquid,Liquid,0.17,0.35,fl oz/cwt,,12,7,Imidacloprid,4.6,lb/gal,36.71,,,,,,,,,,,,
United States,,Field Insecticide,1381-205,ADVISE 2FL,"Winfield Solutions, LLC",Foliar,Liquid,3,3,fl oz/acre,7,12,7,Imidacloprid,2,lb/gal,36.71,,,,,,,,,,,,
United States,,Field Insecticide,1381-205,ADVISE 2FL,"Winfield Solutions, LLC",Furrow,Liquid,13,20,fl oz/acre,,12,7,Imidacloprid,2,lb/gal,36.71,,,,,,,,,,,,
United States,,Seed Treatment,1381-205,ADVISE 2FL,"Winfield Solutions, LLC",Seed Treatment - Liquid,Liquid,0.4,0.8,fl oz/cwt,,12,7,Imidacloprid,2,lb/gal,36.71,,,,,,,,,,,,
United States,,Seed Treatment,1381-205,ADVISE 2FL,"Winfield Solutions, LLC",Seed Treatment - Liquid,Liquid,8,16,fl oz/acre,,12,7,Imidacloprid,2,lb/gal,36.71,,,,,,,,,,,,
United States,Idaho,Field Insecticide,1381-219,ADVISE FOUR,"Winfield Solutions, LLC",Foliar,Liquid,1.5,1.5,fl oz/acre,7,12,7,Imidacloprid,4,lb/gal,36.71,,,,,,,,,,,,
United States,Idaho,Field Insecticide,1381-219,ADVISE FOUR,"Winfield Solutions, LLC",Furrow,Liquid,6.5,10,fl oz/acre,,12,7,Imidacloprid,4,lb/gal,36.71,,,,,,,,,,,,
United States,Idaho,Seed Treatment,1381-219,ADVISE FOUR,"Winfield Solutions, LLC",Seed Treatment - Liquid,Liquid,0.2,0.4,fl oz/cwt,,12,7,Imidacloprid,4,lb/gal,36.71,,,,,,,,,,,,
United States,Washington,Field Insecticide,1381-219,ADVISE FOUR,"Winfield Solutions, LLC",Foliar,Liquid,1.5,1.5,fl oz/acre,7,12,7,Imidacloprid,4,lb/gal,36.71,,,,,,,,,,,,
United States,Washington,Field Insecticide,1381-219,ADVISE FOUR,"Winfield Solutions, LLC",Furrow,Liquid,6.5,10,fl oz/acre,,12,7,Imidacloprid,4,lb/gal,36.71,,,,,,,,,,,,
United States,Washington,Seed Treatment,1381-219,ADVISE FOUR,"Winfield Solutions, LLC",Seed Treatment - Liquid,Liquid,0.2,0.4,fl oz/cwt,,12,7,Imidacloprid,4,lb/gal,36.71,,,,,,,,,,,,
United States,Wisconsin,Field Insecticide,1381-219,ADVISE FOUR,"Winfield Solutions, LLC",Foliar,Liquid,1.5,1.5,fl oz/acre,7,12,7,Imidacloprid,4,lb/gal,36.71,,,,,,,,,,,,
United States,Wisconsin,Field Insecticide,1381-219,ADVISE FOUR,"Winfield Solutions, LLC",Furrow,Liquid,6.5,10,fl oz/acre,,12,7,Imidacloprid,4,lb/gal,36.71,,,,,,,,,,,,
United States,Wisconsin,Seed Treatment,1381-219,ADVISE FOUR,"Winfield Solutions, LLC",Seed Treatment - Liquid,Liquid,0.2,0.4,fl oz/cwt,,12,7,Imidacloprid,4,lb/gal,36.71,,,,,,,,,,,,
United States,Wisconsin,Seed Treatment,1381-219,ADVISE FOUR,"Winfield Solutions, LLC",Seed Treatment - Liquid,Liquid,4,8,fl oz/acre,,12,7,Imidacloprid,4,lb/gal,36.71,,,,,,,,,,,,
United States,Idaho,Seed Treatment,1381-219,ADVISE FOUR,"Winfield Solutions, LLC",Seed Treatment - Liquid,Liquid,4,8,fl oz/acre,,12,7,Imidacloprid,4,lb/gal,36.71,,,,,,,,,,,,
United States,Washington,Seed Treatment,1381-219,ADVISE FOUR,"Winfield Solutions, LLC",Seed Treatment - Liquid,Liquid,4,8,fl oz/acre,,12,7,Imidacloprid,4,lb/gal,36.71,,,,,,,,,,,,
Canada,,Field Insecticide,28475,ALIAS 240 SC,Adama Agricultural Solutions Canada Ltd.,Foliar,Liquid,200,200,ml/ha,,24,7,Imidacloprid,240,g/L,36.71,,,,,,,,,,,,
Canada,,Field Insecticide,28475,ALIAS 240 SC,Adama Agricultural Solutions Canada Ltd.,Furrow,Liquid,343.98,526.09,ml/acre,,24,7,Imidacloprid,240,g/L,36.71,,,,,,,,,,,,
Canada,,Seed Treatment,28475,ALIAS 240 SC,Adama Agricultural Solutions Canada Ltd.,Seed Treatment - Liquid,Liquid,26,39,ml/100kg,,24,7,Imidacloprid,240,g/L,36.71,,,,,,,,,,,,
United States,,Field Insecticide,66222-156,ALIAS 4F,"Makhteshim-Agan of North America, Inc.",Foliar,Liquid,1.52,1.52,fl oz/acre,7,12,7,Imidacloprid,4,lb/gal,36.71,,,,,,,,,,,,
United States,,Field Insecticide,66222-156,ALIAS 4F,"Makhteshim-Agan of North America, Inc.",Furrow,Liquid,6.5,10,fl oz/acre,,12,7,Imidacloprid,4,lb/gal,36.71,,,,,,,,,,,,
United States,,Seed Treatment,66222-156,ALIAS 4F,"Makhteshim-Agan of North America, Inc.",Seed Treatment - Liquid,Liquid,0.2,0.4,fl oz/cwt,,12,7,Imidacloprid,4,lb/gal,36.71,,,,,,,,,,,,
United States,Idaho,Field Insecticide,83851-12,AMTIDE IMIDACLOPRID 2F INSECTICIDE,"Helena Agri-Enterprises, LLC",Furrow,Liquid,13,20,fl oz/acre,,12,7,Imidacloprid,2,lb/gal,36.71,,,,,,,,,,,,
United States,Idaho,Seed Treatment,83851-12,AMTIDE IMIDACLOPRID 2F INSECTICIDE,"Helena Agri-Enterprises, LLC",Seed Treatment - Liquid,Liquid,8,16,fl oz/acre,,12,7,Imidacloprid,2,lb/gal,36.71,,,,,,,,,,,,
United States,Idaho,Field Insecticide,83851-12,AMTIDE IMIDACLOPRID 2F INSECTICIDE,"Helena Agri-Enterprises, LLC",Foliar,Liquid,3,3,fl oz/acre,7,12,7,Imidacloprid,2,lb/gal,36.71,,,,,,,,,,,,
United States,,Field Insecticide,67760-91,COURAZE 2F INSECTICIDE,FMC CORPORATION,Foliar,Liquid,3,3,fl oz/acre,7,12,7,Imidacloprid,2,lb/gal,36.71,,,,,,,,,,,,
United States,,Field Insecticide,67760-91,COURAZE 2F INSECTICIDE,FMC CORPORATION,Furrow,Liquid,13,20,fl oz/acre,,12,7,Imidacloprid,2,lb/gal,36.71,,,,,,,,,,,,
United States,,Seed Treatment,67760-91,COURAZE 2F INSECTICIDE,FMC CORPORATION,Seed Treatment - Liquid,Liquid,0.4,0.8,fl oz/cwt,,12,7,Imidacloprid,2,lb/gal,36.71,,,,,,,,,,,,
United States,,Field Insecticide,42750-110,MACHO 2.0 FL,"Albaugh, LLC",Foliar,Liquid,3,3,fl oz/acre,7,12,7,Imidacloprid,2,lb/gal,36.71,,,,,,,,,,,,
United States,,Field Insecticide,42750-110,MACHO 2.0 FL,"Albaugh, LLC",Furrow,Liquid,13,20,fl oz/acre,,12,7,Imidacloprid,2,lb/gal,36.71,,,,,,,,,,,,
United States,,Seed Treatment,42750-110,MACHO 2.0 FL,"Albaugh, LLC",Seed Treatment - Liquid,Liquid,0.4,0.8,fl oz/cwt,,12,7,Imidacloprid,2,lb/gal,36.71,,,,,,,,,,,,
United States,,Field Insecticide,42750-140,MACHO 4.0,"Albaugh, LLC",Foliar,Liquid,1.52,1.52,fl oz/acre,7,12,7,Imidacloprid,4,lb/gal,36.71,,,,,,,,,,,,
United States,,Field Insecticide,42750-140,MACHO 4.0,"Albaugh, LLC",Furrow,Liquid,6.5,10,fl oz/acre,,12,7,Imidacloprid,4,lb/gal,36.71,,,,,,,,,,,,
United States,,Seed Treatment,42750-140,MACHO 4.0,"Albaugh, LLC",Seed Treatment - Liquid,Liquid,0.2,0.4,fl oz/cwt,,12,7,Imidacloprid,4,lb/gal,36.71,,,,,,,,,,,,
United States,,Field Insecticide,83100-7-83979,MONTANA 2F INSECTICIDE,"Rotam North America, Inc.",Foliar,Liquid,3,3,fl oz/acre,7,12,7,Imidacloprid,2,lb/gal,36.71,,,,,,,,,,,,
United States,,Field Insecticide,83100-7-83979,MONTANA 2F INSECTICIDE,"Rotam North America, Inc.",Furrow,Liquid,13,20,fl oz/acre,,12,7,Imidacloprid,2,lb/gal,36.71,,,,,,,,,,,,
United States,,Field Insecticide,83100-21-83979,MONTANA 4F INSECTICIDE,"Rotam North America, Inc.",Foliar,Liquid,1.5,1.5,fl oz/acre,7,12,7,Imidacloprid,4,lb/gal,36.71,,,,,,,,,,,,
United States,,Field Insecticide,83100-21-83979,MONTANA 4F INSECTICIDE,"Rotam North America, Inc.",Furrow,Liquid,6.5,10,fl oz/acre,,12,7,Imidacloprid,4,lb/gal,36.71,,,,,,,,,,,,
United States,,Seed Treatment,83100-21-83979,MONTANA 4F INSECTICIDE,"Rotam North America, Inc.",Seed Treatment - Liquid,Liquid,0.2,0.4,fl oz/cwt,,12,7,Imidacloprid,4,lb/gal,36.71,,,,,,,,,,,,
United States,,Seed Treatment,83100-21-83979,MONTANA 4F INSECTICIDE,"Rotam North America, Inc.",Seed Treatment - Liquid,Liquid,4,8,fl oz/acre,,12,7,Imidacloprid,4,lb/gal,36.71,,,,,,,,,,,,
United States,,Field Insecticide,228-484,NUPRID 2F INSECTICIDE,Nufarm Americas Inc.,Furrow,Liquid,13,20,fl oz/acre,,12,,Imidacloprid,2,lb/gal,36.71,,,,,,,,,,,,
United States,,Seed Treatment,228-484,NUPRID 2F INSECTICIDE,Nufarm Americas Inc.,Seed Treatment - Liquid,Liquid,0.4,0.8,fl oz/cwt,,12,,Imidacloprid,2,lb/gal,36.71,,,,,,,,,,,,
United States,Idaho,Field Insecticide,228-572,NUPRID 2SC,Nufarm Americas Inc.,Foliar,Liquid,3,3,fl oz/acre,7,12,7,Imidacloprid,2,lb/gal,36.71,,,,,,,,,,,,
United States,Idaho,Field Insecticide,228-572,NUPRID 2SC,Nufarm Americas Inc.,Furrow,Liquid,13,20,fl oz/acre,,12,7,Imidacloprid,2,lb/gal,36.71,,,,,,,,,,,,
United States,Idaho,Seed Treatment,228-572,NUPRID 2SC,Nufarm Americas Inc.,Seed Treatment - Liquid,Liquid,0.4,0.8,fl oz/cwt,,12,7,Imidacloprid,2,lb/gal,36.71,,,,,,,,,,,,
United States,Maine,Field Insecticide,228-572,NUPRID 2SC,Nufarm Americas Inc.,Foliar,Liquid,3,3,fl oz/acre,7,12,7,Imidacloprid,2,lb/gal,36.71,,,,,,,,,,,,
