CP ID,country,region,type,regulator number,name,registrant,application method,formulation,min rate,min rate uom,max rate,Max rate UOM,min days between applications,REI (h),PHI (d)
a1Y4W000002lTbcUAE,,Washington,Field Insecticide,352-532,VYDATE C-LV,"CORTEVA AGRISCIENCE, LLC",Chemigation,Liquid,8.5,fl oz/acre,34,fl oz/acre,,48,7
a1Y4W000002lTbcUAE,,Washington,Field Insecticide,352-532,VYDATE C-LV,"CORTEVA AGRISCIENCE, LLC",Foliar,Liquid,8.5,fl oz/acre,34,fl oz/acre,,48,7
a1Y4W000002lTbcUAE,,Washington,Field Insecticide,352-532,VYDATE C-LV,"CORTEVA AGRISCIENCE, LLC",Furrow,Liquid,34,fl oz/acre,68,fl oz/acre,,48,7
a1Y4W000002lTbcUAE,,Wisconsin,Field Insecticide,352-532,VYDATE C-LV,"CORTEVA AGRISCIENCE, LLC",Chemigation,Liquid,8.5,fl oz/acre,34,fl oz/acre,,48,7
a1Y4W000002lTbcUAE,,Wisconsin,Field Insecticide,352-532,VYDATE C-LV,"CORTEVA AGRISCIENCE, LLC",Foliar,Liquid,8.5,fl oz/acre,34,fl oz/acre,,48,7
a1Y4W000002lTbcUAE,,Wisconsin,Field Insecticide,352-532,VYDATE C-LV,"CORTEVA AGRISCIENCE, LLC",Furrow,Liquid,34,fl oz/acre,68,fl oz/acre,,48,7
a1Y4W000002lTRLUA2,United States,,Field Fungicide,352-592,CURZATE 60 DF,"CORTEVA AGRISCIENCE, LLC",Foliar,Dry,3.2,oz/acre,3.2,oz/acre,5,12,14
a1Y4W000002lTRLUA2,United States,,Seed Treatment,352-592,CURZATE 60 DF,"CORTEVA AGRISCIENCE, LLC",Seed Treatment - Powder,Dry,5,oz/acre,5,oz/acre,,12,14
a1Y4W000002lTaeUAE,United States,,Field Fungicide,352-604,TANOS,"CORTEVA AGRISCIENCE, LLC",Chemigation,Dry,6,oz/acre,8,oz/acre,,12,14
a1Y4W000002lTaeUAE,United States,,Field Fungicide,352-604,TANOS,"CORTEVA AGRISCIENCE, LLC",Foliar,Dry,6,oz/acre,8,oz/acre,,12,14
a1Y4W000002lTTkUAM,,Idaho,Field Herbicide - Pre-emergence,352-625,CINCH,Corteva Agriscience LLC,Ground,Liquid,1,pt/acre,2.5,pt/acre,,24,60
a1Y4W000002lTTkUAM,,Maine,Field Herbicide - Pre-emergence,352-625,CINCH,Corteva Agriscience LLC,Ground,Liquid,1,pt/acre,2.5,pt/acre,,24,60
a1Y4W000002lTTkUAM,,Wisconsin,Field Herbicide - Pre-emergence,352-625,CINCH,Corteva Agriscience LLC,Ground,Liquid,1,pt/acre,2.5,pt/acre,,24,60
a1Y4W000002lTRTUA2,United States,,Field Fungicide,352-656,KOCIDE 2000,COSACO LLC,Foliar,Dry,0.75,lb/acre,3,lb/acre,,48,0
a1Y4W000002lTW7UAM,United States,,Field Fungicide,352-662,KOCIDE 3000,COSACO LLC,Foliar,Dry,0.5,lb/acre,1.75,lb/acre,,48,0
a1Y4W000002lTRXUA2,,Idaho,Field Fungicide,352-704,MANZATE PRO-STICK,UPL NA INC,Foliar,Dry,1,lb/acre,2,lb/acre,,24,14
a1Y4W000002lTRXUA2,,Maine,Field Fungicide,352-704,MANZATE PRO-STICK,UPL NA INC,Foliar,Dry,1,lb/acre,2,lb/acre,,24,3
a1Y4W000002lTRXUA2,,Washington,Field Fungicide,352-704,MANZATE PRO-STICK,UPL NA INC,Foliar,Dry,1,lb/acre,2,lb/acre,,24,14
a1Y4W000002lTRXUA2,,Wisconsin,Field Fungicide,352-704,MANZATE PRO-STICK,UPL NA INC,Foliar,Dry,1,lb/acre,2,lb/acre,,24,3
a1Y4W000002lgeAUAQ,,Idaho,Field Fungicide,352-706,MANZATE FLOWABLE,UPL NA INC,Foliar,Liquid,0.4,qt/acre,1.6,qt/acre,,24,14
a1Y4W000002lgeAUAQ,,Maine,Field Fungicide,352-706,MANZATE FLOWABLE,UPL NA INC,Foliar,Liquid,0.4,qt/acre,1.6,qt/acre,,24,3
a1Y4W000002lgeAUAQ,,Washington,Field Fungicide,352-706,MANZATE FLOWABLE,UPL NA INC,Foliar,Liquid,0.4,qt/acre,1.6,qt/acre,,24,14
a1Y4W000002lgeAUAQ,,Wisconsin,Field Fungicide,352-706,MANZATE FLOWABLE,UPL NA INC,Foliar,Liquid,0.4,qt/acre,1.6,qt/acre,,24,3
a1Y4W000002lTTzUAM,United States,,Field Insecticide,352-729,CORAGEN INSECTICIDE,FMC CORPORATION,Foliar,Liquid,2,fl oz/acre,7.5,fl oz/acre,,4,14
a1Y4W000002lTWgUAM,United States,,Field Herbicide - Post-emergence,352-768,MATRIX SG HERBICIDE,"CORTEVA AGRISCIENCE, LLC",Chemigation,Dry,1,oz/acre,1.5,oz/acre,,4,30
a1Y4W000002lTWgUAM,United States,,Field Herbicide - Post-emergence,352-768,MATRIX SG HERBICIDE,"CORTEVA AGRISCIENCE, LLC",Foliar,Dry,1,oz/acre,1.5,oz/acre,,4,30
a1Y4W000002lTWgUAM,United States,,Field Herbicide - Pre-emergence,352-768,MATRIX SG HERBICIDE,"CORTEVA AGRISCIENCE, LLC",Ground,Dry,1,oz/acre,1.5,oz/acre,,4,30
a1Y4W000002ltFRUAY,,Idaho,Field Fungicide,352-834,FONTELIS,"CORTEVA AGRISCIENCE, LLC",Foliar,Liquid,16,fl oz/acre,30,fl oz/acre,7,12,0
a1Y4W000002ltFRUAY,,Idaho,Field Fungicide,352-834,FONTELIS,"CORTEVA AGRISCIENCE, LLC",Furrow,Liquid,30,fl oz/acre,30,fl oz/acre,,12,
a1Y4W000002ltFRUAY,,Washington,Field Fungicide,352-834,FONTELIS,"CORTEVA AGRISCIENCE, LLC",Foliar,Liquid,16,fl oz/acre,30,fl oz/acre,7,12,0
a1Y4W000002ltFRUAY,,Washington,Field Fungicide,352-834,FONTELIS,"CORTEVA AGRISCIENCE, LLC",Furrow,Liquid,30,fl oz/acre,30,fl oz/acre,,12,
a1Y4W000002lTRsUAM,United States,,Field Fungicide,352-836,VERTISAN,"CORTEVA AGRISCIENCE, LLC",Foliar,Liquid,10,fl oz/acre,24,fl oz/acre,7,12,7
a1Y4W000002lTRsUAM,United States,,Field Fungicide - 36inch Spacing,352-836,VERTISAN,"CORTEVA AGRISCIENCE, LLC",Furrow,Liquid,10.2,fl oz/acre,24,fl oz/acre,,12,7
a1Y4W000002lTRRUA2,United States,,Field Insecticide,352-859,EXIREL,FMC CORPORATION,Foliar,Liquid,5,fl oz/acre,20.5,fl oz/acre,,12,7
a1Y4W000002lTXjUAM,United States,,Field Insecticide,38167-36-5905,OMNI IMIDACLOPRID 2F,Helena Chemical Company,Foliar,Liquid,3,fl oz/acre,3,fl oz/acre,7,12,7
a1Y4W000002lTXjUAM,United States,,Field Insecticide,38167-36-5905,OMNI IMIDACLOPRID 2F,Helena Chemical Company,Furrow,Liquid,13,fl oz/acre,20,fl oz/acre,,12,7
a1Y4W000002lTXjUAM,United States,,Seed Treatment,38167-36-5905,OMNI IMIDACLOPRID 2F,Helena Chemical Company,Seed Treatment - Liquid,Liquid,8,fl oz/acre,16,fl oz/acre,,12,7
a1Y4W000002lTXiUAM,United States,,Field Herbicide - Post-emergence,38167-39-5905,OMNI CLETHODIM 2 EC,Helena Chemical Company,Foliar,Liquid,6,fl oz/acre,16,fl oz/acre,,24,30
a1Y4W000002lTXkUAM,United States,,Field Insecticide,38167-41-5905,OMNI IMIDACLOPRID 4F,Helena Chemical Company,Foliar,Liquid,1.52,fl oz/acre,1.52,fl oz/acre,7,12,7
a1Y4W000002lTXkUAM,United States,,Field Insecticide,38167-41-5905,OMNI IMIDACLOPRID 4F,Helena Chemical Company,Furrow,Liquid,6.5,fl oz/acre,10,fl oz/acre,,12,7
a1Y4W000002lTXkUAM,United States,,Seed Treatment,38167-41-5905,OMNI IMIDACLOPRID 4F,Helena Chemical Company,Seed Treatment - Liquid,Liquid,4,fl oz/acre,8,fl oz/acre,,12,7
a1Y4W000002lTTsUAM,,Idaho,Field Insecticide,400-104,COMITE MITICIDE,UPL NA INC,Foliar,Liquid,32,fl oz/acre,40,fl oz/acre,,48,14
a1Y4W000002lTTsUAM,,Washington,Field Insecticide,400-104,COMITE MITICIDE,UPL NA INC,Foliar,Liquid,32,fl oz/acre,40,fl oz/acre,,48,14
a1Y4W000002lTZZUA2,United States,,Field Sprout Inhibitor,400-165,ROYAL MH-30 SG,UPL NA INC,Foliar,Dry,5,lb/acre,5,lb/acre,,12,
a1Y4W000002lTRkUAM,United States,,Field Sprout Inhibitor,400-452,ROYAL MH-30 XTRA,UPL NA INC,Foliar,Liquid,1,gal/acre,1.33,gal/acre,,12,
a1Y4W000004CyEpUAK,United States,,Field Insecticide,400-514,ACRAMITE - 4SC,UPL,Chemigation,Liquid,16,fl oz/acre,24,fl oz/acre,14,12,14
a1Y4W000004CyEpUAK,United States,,Field Insecticide,400-514,ACRAMITE - 4SC,UPL,Foliar,Liquid,16,fl oz/acre,24,fl oz/acre,14,12,14
a1Y4W000002lTS5UAM,United States,,Field Insecticide,400-514,ACRAMITE -4SC,UPL NA INC,Foliar,Liquid,16,fl oz/acre,24,fl oz/acre,,12,14
a1Y4W000004Cw0EUAS,United States,,Field Insecticide,400-514,VIGILANT 4SC,"UPL NA, INC.",Chemigation,Liquid,16,fl oz/acre,24,fl oz/acre,14,12,14
a1Y4W000004Cw0EUAS,United States,,Field Insecticide,400-514,VIGILANT 4SC,"UPL NA, INC.",Foliar,Liquid,16,fl oz/acre,24,fl oz/acre,14,12,14
a1Y4W000002lTZYUA2,United States,,Field Sprout Inhibitor,400-84,ROYAL MH-30,UPL NA INC,Foliar,Liquid,2,gal/acre,2,gal/acre,,12,
a1Y4W000002lTZDUA2,,Maine,Field Fungicide,42519-22-5905,REVEILLE,Helena Chemical Company,Foliar,Liquid,4,pt/acre,8,pt/acre,5,4,0
a1Y4W000002lTZDUA2,,Maine,Field Fungicide - 36inch Spacing,42519-22-5905,REVEILLE,Helena Chemical Company,Furrow,Liquid,5,pt/acre,8,pt/acre,,4,0
a1Y4W000002lTZDUA2,,Washington,Field Fungicide,42519-22-5905,REVEILLE,Helena Chemical Company,Foliar,Liquid,4,pt/acre,8,pt/acre,5,4,0
a1Y4W000002lTZDUA2,,Washington,Field Fungicide - 36inch Spacing,42519-22-5905,REVEILLE,Helena Chemical Company,Furrow,Liquid,5,pt/acre,8,pt/acre,,4,0
a1Y4W000002lTZDUA2,,Wisconsin,Field Fungicide,42519-22-5905,REVEILLE,Helena Chemical Company,Foliar,Liquid,4,pt/acre,8,pt/acre,5,4,0
a1Y4W000002lTZDUA2,,Wisconsin,Field Fungicide - 36inch Spacing,42519-22-5905,REVEILLE,Helena Chemical Company,Furrow,Liquid,5,pt/acre,8,pt/acre,,4,0
a1Y4W000002lTYbUAM,United States,,Field Fungicide,42519-22-5905,PROPHYT,Helena Chemical Company,Foliar,Liquid,4,pt/acre,8,pt/acre,5,4,0
a1Y4W000002lTWVUA2,United States,,Field Insecticide,42750-110,MACHO 2.0 FL,"Albaugh, LLC",Foliar,Liquid,3,fl oz/acre,3,fl oz/acre,7,12,7
a1Y4W000002lTWVUA2,United States,,Field Insecticide,42750-110,MACHO 2.0 FL,"Albaugh, LLC",Furrow,Liquid,13,fl oz/acre,20,fl oz/acre,,12,7
a1Y4W000002lTWVUA2,United States,,Seed Treatment,42750-110,MACHO 2.0 FL,"Albaugh, LLC",Seed Treatment - Liquid,Liquid,8,fl oz/acre,19,fl oz/acre,,12,7
a1Y4W000002lgeEUAQ,,Maine,Field Fungicide,42750-132,NU-COP HB,"Albaugh, LLC",Foliar,Dry,0.5,lb/acre,2.5,lb/acre,,48,14
a1Y4W000002lgeEUAQ,,Washington,Field Fungicide,42750-132,NU-COP HB,"Albaugh, LLC",Foliar,Dry,0.5,lb/acre,2.5,lb/acre,,48,14
a1Y4W000002lTWWUA2,United States,,Field Insecticide,42750-140,MACHO 4.0,"Albaugh, LLC",Foliar,Liquid,1.52,fl oz/acre,1.52,fl oz/acre,7,12,7
a1Y4W000002lTWWUA2,United States,,Field Insecticide,42750-140,MACHO 4.0,"Albaugh, LLC",Furrow,Liquid,6.5,fl oz/acre,10,fl oz/acre,,12,7
a1Y4W000002lTWWUA2,United States,,Seed Treatment,42750-140,MACHO 4.0,"Albaugh, LLC",Seed Treatment - Liquid,Liquid,0.2,fl oz/cwt,0.4,fl oz/cwt,,12,7
a1Y4W000002lTXXUA2,,Wisconsin,Field Fungicide,42750-217,NU-COP XLR,"Albaugh, LLC",Foliar,Liquid,1.2,pt/acre,20,pt/acre,,48,14
a1Y4W000002lTSnUAM,United States,,Field Fungicide,42750-261,AZOXYSTAR,"Albaugh, LLC",Foliar,Liquid,6,fl oz/acre,20,fl oz/acre,,4,14
a1Y4W000002lTSnUAM,United States,,Field Fungicide - 34inch Spacing,42750-261,AZOXYSTAR,"Albaugh, LLC",Furrow,Liquid,6.15,fl oz/acre,12.3,fl oz/acre,,4,14
a1Y4W000002lTSnUAM,United States,,Field Fungicide - 36inch Spacing,42750-261,AZOXYSTAR,"Albaugh, LLC",Furrow,Liquid,5.808,fl oz/acre,11.616,fl oz/acre,,4,14
a1Y4W000002lTWpUAM,United States,,Field Fungicide,42750-273,METALAXYL 2E AG,"Albaugh, LLC",Foliar,Liquid,12.8,fl oz/acre,12.8,fl oz/acre,14,48,14
a1Y4W000002lTWpUAM,United States,,Field Fungicide - 34inch Spacing,42750-273,METALAXYL 2E AG,"Albaugh, LLC",Furrow,Liquid,24.394,fl oz/acre,24.394,fl oz/acre,,48,14
a1Y4W000002lTWpUAM,United States,,Field Fungicide - 36inch Spacing,42750-273,METALAXYL 2E AG,"Albaugh, LLC",Furrow,Liquid,25.83,fl oz/acre,25.83,fl oz/acre,,48,14
a1Y4W000002lTXTUA2,United States,,Field Fungicide,42750-281,NU-COP 30 HB,"Albaugh, LLC",Foliar,Dry,0.5,lb/acre,2.5,lb/acre,,48,
a1Y4W000004CwKsUAK,United States,,Field Herbicide,42750-361,METRIBUZIN 4L,Loveland Products inc,Chemigation,Liquid,8.2,fl oz/acre,33.7,fl oz/acre,,12,60
a1Y4W000004CwKsUAK,United States,,Field Herbicide - Post-emergence,42750-361,METRIBUZIN 4L,Loveland Products inc,Foliar,Liquid,8.2,fl oz/acre,33.7,fl oz/acre,,12,60
a1Y4W000004CwKsUAK,United States,,Field Herbicide - Pre-emergence,42750-361,METRIBUZIN 4L,Loveland Products inc,Ground,Liquid,8.2,fl oz/acre,33.7,fl oz/acre,,12,60
a1Y4W000004CvjHUAS,,Idaho,Field Fungicide,42750-389,KOVERALL FUNGICIDE,"Albaugh, LLC",Foliar,Dry,0.5,lb/acre,2,lb/acre,5,24,14
a1Y4W000004CvjHUAS,,Maine,Field Fungicide,42750-389,KOVERALL FUNGICIDE,"Albaugh, LLC",Foliar,Dry,0.5,lb/acre,2,lb/acre,5,24,3
a1Y4W000004CvjHUAS,,Washington,Field Fungicide,42750-389,KOVERALL FUNGICIDE,"Albaugh, LLC",Foliar,Dry,0.5,lb/acre,2,lb/acre,3,24,14
a1Y4W000004CvjHUAS,,Wisconsin,Field Fungicide,42750-389,KOVERALL FUNGICIDE,"Albaugh, LLC",Foliar,Dry,0.5,lb/acre,2,lb/acre,,24,3
a1Y4W000002lqbyUAA,United States,Idaho,Field Herbicide - Pre-emergence,42750-59,GLY STAR 5 EXTRA,"Albaugh, LLC",Ground,Liquid,9,fl oz/acre,7.5,pt/acre,,4,
a1Y4W000002lqbyUAA,United States,Idaho,Field Herbicide - Pre-plant,42750-59,GLY STAR 5 EXTRA,"Albaugh, LLC",Ground,Liquid,9,fl oz/acre,7.5,pt/acre,,4,
a1Y4W000002lqbyUAA,United States,Washington,Field Herbicide - Pre-emergence,42750-59,GLY STAR 5 EXTRA,"Albaugh, LLC",Ground,Liquid,9,fl oz/acre,7.5,pt/acre,,4,
a1Y4W000002lqbyUAA,United States,Washington,Field Herbicide - Pre-plant,42750-59,GLY STAR 5 EXTRA,"Albaugh, LLC",Ground,Liquid,9,fl oz/acre,7.5,pt/acre,,4,
a1Y4W000002lqbyUAA,United States,Wisconsin,Field Herbicide - Pre-emergence,42750-59,GLY STAR 5 EXTRA,"Albaugh, LLC",Ground,Liquid,9,fl oz/acre,7.5,pt/acre,,4,
a1Y4W000002lqbyUAA,United States,Wisconsin,Field Herbicide - Pre-plant,42750-59,GLY STAR 5 EXTRA,"Albaugh, LLC",Ground,Liquid,9,fl oz/acre,7.5,pt/acre,,4,
a1Y4W000002lTVZUA2,United States,,Field Herbicide - Pre-plant,42750-60,GLY STAR ORIGINAL,"Albaugh, LLC",Ground,Liquid,0.5,qt/acre,5,qt/acre,,4,
a1Y4W000002lTVaUAM,United States,,Field Herbicide - Pre-plant,42750-61,GLY STAR PLUS,"Albaugh, LLC",Ground,Liquid,0.5,qt/acre,5,qt/acre,,4,
a1Y4W000002lTTpUAM,United States,,Field Herbicide - Pre-emergence,42750-72,CLETHODIM 2E HERBICIDE,"Albaugh, LLC",Ground,Liquid,6,fl oz/acre,16,fl oz/acre,,24,30
a1Y4W000002lTZlUAM,United States,,Field Herbicide - Pre-emergence,42750-72-1381,SECTION 2EC,"Winfield Solutions, LLC",Ground,Liquid,6,fl oz/acre,16,fl oz/acre,,24,30
a1Y4W000004CumKUAS,,Idaho,Field Herbicide - Post-emergence,42750-72-46661,GATLIN,"WEST CENTRAL DISTRIBUTION, LLC",Foliar,Liquid,6,fl oz/acre,16,fl oz/acre,14,24,30
a1Y4W000004CumKUAS,,Washington,Field Herbicide - Post-emergence,42750-72-46661,GATLIN,"WEST CENTRAL DISTRIBUTION, LLC",Foliar,Liquid,6,fl oz/acre,16,fl oz/acre,14,24,30
a1Y4W000004CumKUAS,,Wisconsin,Field Herbicide - Post-emergence,42750-72-46661,GATLIN,"WEST CENTRAL DISTRIBUTION, LLC",Foliar,Liquid,6,fl oz/acre,16,fl oz/acre,14,24,30
a1Y4W000002lTXUUA2,United States,,Field Fungicide,42750-75,NU-COP 3L,"Albaugh, LLC",Foliar,Liquid,0.666,pt/acre,6.5,pt/acre,,48,14
a1Y4W000002lTXVUA2,United States,,Field Fungicide,45002-4,NU-COP 50DF,"Albaugh, LLC",Foliar,Dry,1,lb/acre,5,lb/acre,,48,14
a1Y4W000002lTXWUA2,,Washington,Field Fungicide,45002-7,NU-COP 50WP,"Albaugh, LLC",Foliar,Dry,1,lb/acre,5,lb/acre,,48,14
a1Y4W000002lTXWUA2,,Wisconsin,Field Fungicide,45002-7,NU-COP 50WP,"Albaugh, LLC",Foliar,Dry,1,lb/acre,5,lb/acre,,48,14
a1Y4W000002lTSrUAM,,Idaho,Field Fungicide,45002-8,BASIC COPPER 53,"Albaugh, LLC",Foliar,Dry,3,lb/acre,4.7,lb/acre,,48,14
a1Y4W000002lTSrUAM,,Maine,Field Fungicide,45002-8,BASIC COPPER 53,"Albaugh, LLC",Foliar,Dry,3,lb/acre,4.7,lb/acre,,48,14
a1Y4W000002lTSrUAM,,Wisconsin,Field Fungicide,45002-8,BASIC COPPER 53,"Albaugh, LLC",Foliar,Dry,3,lb/acre,4.7,lb/acre,,48,14
a1Y4W000002lTWqUAM,United States,,Fumigant,45728-16,METAM CLR 42,"Taminco, Inc.",Fumigation,Liquid,37.5,gal/acre,75,gal/acre,,120,
a1Y4W000002lTWrUAM,,Idaho,Fumigant,45728-27,METAM KLR 54%,"Taminco, Inc.",Fumigation,Liquid,30,gal/acre,75,gal/acre,,120,
a1Y4W000002lTWrUAM,,Washington,Fumigant,45728-27,METAM KLR 54%,"Taminco, Inc.",Fumigation,Liquid,30,gal/acre,75,gal/acre,,120,
a1Y4W000002lTWrUAM,,Wisconsin,Fumigant,45728-27,METAM KLR 54%,"Taminco, Inc.",Fumigation,Liquid,30,gal/acre,75,gal/acre,,120,
a1Y4W000002lTSsUAM,United States,,Field Fungicide,46923-9,BASIC COPPER SULFATE,"Old Bridge Chemicals, Inc.",Foliar,Dry,1,lb/acre,4.72,lb/acre,,48,14
a1Y4W000002lTVcUAM,United States,,Field Herbicide - Pre-plant,4787-23,GLYFOS X-TRA HERBICIDE,"Cheminova, Inc.",Ground,Liquid,0.5,qt/acre,5,qt/acre,,12,
a1Y4W000002lTVbUAM,United States,,Field Herbicide - Pre-plant,4787-31,GLYFOS HERBICIDE,"Cheminova, Inc.",Ground,Liquid,0.5,qt/acre,5,qt/acre,,12,
a1Y4W000002lTXRUA2,United States,,Field Fungicide,48142-1,NORDOX,NORDOX Industrier AS,Foliar,Dry,1,lb/acre,6,lb/acre,,48,0
a1Y4W000002lTTRUA2,,Maine,Field Fungicide,4816-642,BUTACIDE 8EC,"Enviornmental Science U.S., LLC",Foliar,Liquid,0.75,fl oz/acre,3,fl oz/acre,,,
a1Y4W000002lTabUAE,,Idaho,Field Fungicide,48222-10,SYSSTEM-K BLUE,Agro-K Corporation,Foliar,Liquid,1.25,qt/acre,5,qt/acre,3,4,0
a1Y4W000002lTabUAE,,Idaho,Field Fungicide - 36inch Spacing,48222-10,SYSSTEM-K BLUE,Agro-K Corporation,Furrow,Liquid,2,qt/acre,5,qt/acre,3,4,0
a1Y4W000002lTabUAE,,Maine,Field Fungicide,48222-10,SYSSTEM-K BLUE,Agro-K Corporation,Foliar,Liquid,1.25,qt/acre,5,qt/acre,3,4,0
a1Y4W000002lTabUAE,,Maine,Field Fungicide - 36inch Spacing,48222-10,SYSSTEM-K BLUE,Agro-K Corporation,Furrow,Liquid,2,qt/acre,5,qt/acre,3,4,0
a1Y4W000002lTabUAE,,Washington,Field Fungicide,48222-10,SYSSTEM-K BLUE,Agro-K Corporation,Foliar,Liquid,1.25,qt/acre,5,qt/acre,3,4,0
a1Y4W000002lTabUAE,,Washington,Field Fungicide - 36inch Spacing,48222-10,SYSSTEM-K BLUE,Agro-K Corporation,Furrow,Liquid,2,qt/acre,5,qt/acre,3,4,0
a1Y4W000002lTRIUA2,United States,,Field Fungicide,50534-8,BRAVO 500,Syngenta Crop Protection,Foliar,Liquid,1.125,pt/acre,2.25,pt/acre,,12,7
a1Y4W000002lTWEUA2,United States,,Field Fungicide,51036-352,KUMULUS-DF,BASF SPARKS LLC,Foliar,Dry,3,lb/acre,10,lb/acre,,24,
a1Y4W000002lTaTUAU,United States,,Field Fungicide,51036-352-2935,SULFUR DF,Wilbur-Ellis Company,Foliar,Dry,3,lb/acre,10,lb/acre,,24,
a1Y4W000002lgecUAA,United States,,Field Herbicide - Pre-plant,524-343,ROUNDUP CUSTOM,BAYER CROPSCIENCE LP,Ground,Liquid,0.7,qt/acre,8,qt/acre,,4,
a1Y4W000002lTVsUAM,United States,,Field Herbicide - Pre-plant,524-445,HONCHO HERBICIDE,BAYER CROPSCIENCE LP,Ground,Liquid,0.5,qt/acre,5,qt/acre,,12,
a1Y4W000002lTRjUAM,United States,,Field Herbicide - Pre-plant,524-445,ROUNDUP ORIGINAL,BAYER CROPSCIENCE LP,Ground,Liquid,0.5,qt/acre,5,qt/acre,,12,
a1Y4W000002lTX5UAM,United States,,Field Herbicide - Pre-plant,524-445-34704,MIRAGE HERBICIDE,Loveland Products Inc.,Ground,Liquid,0.5,qt/acre,5,qt/acre,,12,
a1Y4W000002lTZQUA2,United States,,Field Herbicide - Pre-plant,524-454,ROUNDUP ORIGINAL RT,BAYER CROPSCIENCE LP,Ground,Liquid,0.5,qt/acre,5,qt/acre,,12,
a1Y4W000002lTU0UAM,United States,,Field Herbicide - Pre-plant,524-454-1381,CORNERSTONE PLUS 5,"Winfield Solutions, LLC",Ground,Liquid,0.5,qt/acre,5,qt/acre,,12,
a1Y4W000002lgfEUAQ,United States,,Field Herbicide - Pre-plant,524-475,ROUNDUP ULTRA,BAYER CROPSCIENCE LP,Ground,Liquid,0.5,qt/acre,5,qt/acre,,4,
a1Y4W000002lTZTUA2,United States,,Field Herbicide - Pre-plant,524-475,ROUNDUP ULTRA RT,BAYER CROPSCIENCE LP,Ground,Liquid,0.5,qt/acre,5,qt/acre,,4,
a1Y4W000002lTZPUA2,United States,,Field Herbicide - Pre-plant,524-494,ROUNDUP D-PAK,BAYER CROPSCIENCE LP,Ground,Liquid,0.5,qt/acre,3.2,qt/acre,,4,
a1Y4W000002lTZUUA2,United States,,Field Herbicide - Pre-plant,524-504,ROUNDUP ULTRADRY,BAYER CROPSCIENCE LP,Ground,Dry,0.59,lb/acre,5.9,lb/acre,,4,
a1Y4W000002lTZaUAM,United States,,Field Herbicide - Pre-emergence,524-539,RT MASTER II HERBICIDE,BAYER CROPSCIENCE LP,Ground,Liquid,0.5,fl oz/acre,7,gal/acre,,4,
a1Y4W000002lTZaUAM,United States,,Field Herbicide - Pre-plant,524-539,RT MASTER II HERBICIDE,BAYER CROPSCIENCE LP,Ground,Liquid,0.4,qt/acre,3.3,qt/acre,,4,
a1YOF0000000z572AA,,Idaho,Field Herbicide - Pre-emergence,524-544,RT 3 HERBICIDE,BAYER CROPSCIENCE LP,Ground,Liquid,0.4,qt/acre,3.3,qt/acre,,,
a1YOF0000000z572AA,,Idaho,Field Herbicide - Pre-plant,524-544,RT 3 HERBICIDE,BAYER CROPSCIENCE LP,Ground,Liquid,0.4,qt/acre,3.3,qt/acre,,,
a1YOF0000000z572AA,,Washington,Field Herbicide - Pre-emergence,524-544,RT 3 HERBICIDE,BAYER CROPSCIENCE LP,Ground,Liquid,0.4,qt/acre,3.3,qt/acre,,,
a1YOF0000000z572AA,,Washington,Field Herbicide - Pre-plant,524-544,RT 3 HERBICIDE,BAYER CROPSCIENCE LP,Ground,Liquid,0.4,qt/acre,3.3,qt/acre,,,
a1Y4W000002lTZRUA2,United States,,Field Herbicide - Post-emergence,524-549,ROUNDUP POWERMAX,BAYER CROPSCIENCE LP,Ground,Liquid,22,fl oz/acre,44,fl oz/acre,,,
a1Y4W000002lTZRUA2,United States,,Field Herbicide - Pre-plant,524-549,ROUNDUP POWERMAX,BAYER CROPSCIENCE LP,Ground,Liquid,11,fl oz/acre,32,fl oz/acre,,,
a1YOF000000Ohjl2AC,United States,,Field Herbicide - Post-emergence,524-659,ROUNDUP POWER MAX3,BAYER CROPSCIENCE LP,Ground,Liquid,22,fl oz/acre,66,fl oz/acre,,,
a1YOF000000Ohjl2AC,United States,,Field Herbicide - Pre-plant,524-659,ROUNDUP POWER MAX3,BAYER CROPSCIENCE LP,Ground,Liquid,22,fl oz/acre,66,fl oz/acre,,,
a1Y4W000002lTbUUAU,United States,,Fumigant,5481-468,VAPAM HL,Amvac Chemical Corporation,Fumigation,Liquid,37.5,gal/acre,75,gal/acre,,120,
a1Y4W000002lTWBUA2,United States,,Fumigant,5481-483,K-PAM HL,Amvac Chemical Corporation,Fumigation,Liquid,30,gal/acre,62,gal/acre,,120,
a1Y4W000002lTSQUA2,United States,,Field Insecticide,5481-503,AMBUSH 25WSP INSECTICIDE,Amvac Chemical Corporation,Foliar,Dry,3.2,oz/acre,12.8,oz/acre,,12,14
a1Y4W000002lTRqUAM,United States,,Field Insecticide,5481-530,THIMET 20-G,Amvac Chemical Corporation,Foliar,Dry,8.68,lb/acre,17.7,lb/acre,,48,90
a1Y4W000002lTRqUAM,United States,,Field Insecticide,5481-530,THIMET 20-G,Amvac Chemical Corporation,Furrow,Dry,8.68,lb/acre,11.5,lb/acre,,48,90
a1Y4W000002lTSRUA2,United States,,Field Insecticide,5481-549,AMBUSH INSECTICIDE,Amvac Chemical Corporation,Foliar,Liquid,3.2,fl oz/acre,12.8,fl oz/acre,,12,14
a1Y4W000002lTT9UAM,United States,,Field Fungicide - 34inch Spacing,5481-8988,BLOCKER 10G,Amvac Chemical Corporation,Furrow,Dry,25.37,lb/acre,25.37,lb/acre,,12,45
