CP ID,Name,Concentration_Amount__c,UOM Master.Short_Name__c,Formulation__c
a1Y4W000002lTRoUAM,3-decen-2-one,7.05,lb/gal,Liquid
a1Y4W000002lgdOUAQ,Chlorpropham,7.34,lb/gal,Liquid
a1Y4W000002lgYyUAI,Dimethomorph,7.5,%,Dry
a1Y4W000002lTW1UAM,Bacillus thuringiensis,7.5,%,Dry
a1Y4W000002lU6HUAU,Dimethomorph,7.5,%,Dry
a1YOF00000029C52AI,Mefentrifluconazole,7.5,%,Liquid
a1Y4W000002lTbZUAU,S-metolachlor,7.62,lb/gal,Liquid
a1Y4W000002lTROUA2,S-metolachlor,7.62,lb/gal,Liquid
a1Y4W000002lTTdUAM,S-metolachlor,7.62,lb/gal,Liquid
a1Y4W000002lTTKUA2,S-metolachlor,7.64,lb/gal,Liquid
a1Y4W000002lTTkUAM,S-metolachlor,7.64,lb/gal,Liquid
a1Y4W000002lTTLUA2,S-metolachlor,7.64,lb/gal,Liquid
a1Y4W000002lTUeUAM,S-metolachlor,7.64,lb/gal,Liquid
a1Y4W000002w8ZOUAY,S-metolachlor,7.64,lb/gal,Liquid
a1Y4W000004Cx1tUAC,S-metolachlor,7.64,lb/gal,Liquid
a1Y4W000002lTY0UAM,Metolachlor,7.8,lb/gal,Liquid
a1YOF000000QJlN2AW,Metolachlor,7.8,lb/gal,Liquid
a1Y4W000002lTWZUA2,Burkholderia spp strain A396,7.88,lb/gal,Liquid
a1Y4W000002lgccUAA,alkoxylated alcohol,8,%,Liquid
a1Y4W000002lTaJUAU,Metolachlor,8,lb/gal,Liquid
a1Y4W000002lTbAUAU,Bacillus thuringiensis,8,lb/gal,Liquid
a1Y4W000002lTTRUA2,Piperonyl butoxide,8,lb/gal,Liquid
a1Y4W000002lTWvUAM,Metolachlor,8,lb/gal,Liquid
a1Y4W000002lU4FUAU,Ametoctradin,8,%,Dry
a1Y4W000004CwIwUAK,Phosphorous Acid,8,%,Dry
a1Y4W000004Cx2IUAS,S-metolachlor,8,lb/gal,Liquid
a1YOF000000g6iX2AQ,Quillaja Extract,8,%,Liquid
a1YOF000000RITt2AO,Metolachlor,8,lb/gal,Liquid
a1Y4W000002lThPUAU,Bacillus thuringiensis strain EVB113-19,8.12,%,Liquid
a1Y4W000002lgcWUAQ,Zoxamide,8.3,%,Dry
a1Y4W000002lTigUAE,Zoxamide,8.3,%,Dry
a1Y4W000002lTVPUA2,Zoxamide,8.3,%,Dry
a1Y4W000002lU4NUAU,Zoxamide,8.3,%,Dry
a1Y4W000002lU6EUAU,Zoxamide,8.3,%,Dry
a1Y4W000004CukJUAS,Bacillus licheniformis,8.34,lb/gal,Dry
a1Y4W000002lgbsUAA,Heptamethyl Trisiloxane,8.44,%,Liquid
a1Y4W000002lgX7UAI,Polyalkylene Oxide Modified,8.44,%,Liquid
a1Y4W000002lgXxUAI,polyether-modified trisiloxane; synthetic latex solution (73 % w/v),8.5,%,Liquid
a1Y4W000002lgXhUAI,Dimethomorph,9,%,Dry
a1Y4W000002w8HjUAI,Calcium Chloride,9,%,Liquid
a1YOF000000WHXB2A4,Algae,9,%,Liquid
a1Y4W000002lTaiUAE,"1,3-dichloropropene",9.17,lb/gal,Liquid
a1Y4W000002lgbIUAQ,polyoxyethylene (5-7EO) C10-C15 primary alcohol,9.39,%,Liquid
a1Y4W000002lgYDUAY,polyoxyethylene (5-7EO) C10-C15 primary alcohol,9.39,%,Liquid
a1Y4W000002lU5FUAU,polyoxyethylene (5-7EO) C10-C15 primary alcohol,9.39,%,Liquid
a1Y4W000002lTWiUAM,Mancozeb,9.6,%,Dry
a1Y4W000002lTajUAE,"1,3-dichloropropene",9.85,lb/gal,Liquid
a1Y4W000004CxpPUAS,Bacillus subtilis strain QST 713,9.89,%,Liquid
a1Y4W000002lgbgUAA,polyoxyethylene (2-3EO)-polyoxypropylene (10-12PO),10,%,Liquid
a1Y4W000002lgbtUAA,uptake agent,10,%,Liquid
a1Y4W000002lgcBUAQ,1-octyl-2-pyrrolidone,10,%,Liquid
a1Y4W000002lgccUAA,Alkyl PolyGlucoside,10,%,Liquid
a1Y4W000002lgVcUAI,Polyoxyethylene (10 EO),10,%,Liquid
a1Y4W000002lgYBUAY,polyoxyethylene (2-3EO)-polyoxypropylene (10-12PO),10,%,Liquid
a1Y4W000002lgYLUAY,uptake agent,10,%,Liquid
a1Y4W000002lgYWUAY,Polyoxyethylene Rapeseed Fatty Acid Triglyceride,10,%,Liquid
a1Y4W000002lgZCUAY,synthetic latex solution,10,%,Liquid
a1Y4W000002lTb4UAE,Trifluralin,10,%,Dry
a1Y4W000002lTbBUAU,Trifluralin,10,%,Dry
a1Y4W000002lThlUAE,Deltamethrin,10,g/L,Liquid
a1Y4W000002lTT9UAM,Pentachloronitrobenzene,10,%,Dry
a1Y4W000002lU5aUAE,Fosthiazate,10,%,Dry
a1Y4W000002luPyUAI,Alkoxylated polyols,10,%,Liquid
a1Y4W000003eV3hUAE,Phosphate,10,%,Liquid
a1Y4W000004CxFrUAK,Phosphoric acid,10,%,Liquid
a1YOF00000028Kr2AI,Oxathiapiprolin,10,%,Liquid
a1YOF00000029412AA,Propaquizafop,10,%,Liquid
a1YOF00000029FJ2AY,Propaquizafop,10,%,Liquid
a1YOF0000002ePZ2AY,Lambda-cyhalothrin,10,%,Liquid
a1YOF0000002f3t2AA,Propaquizafop,10,%,Liquid
a1YOF0000002f772AA,Propaquizafop,10,%,Liquid
a1YOF0000002fbl2AA,Propaquizafop,10,%,Liquid
a1YOF0000002Ggb2AE,Lambda-cyhalothrin,10,%,Liquid
a1YOF0000002I7J2AU,Propaquizafop,10,%,Liquid
a1YOF0000002Ign2AE,Propaquizafop,10,%,Liquid
a1YOF0000002Is52AE,Lambda-cyhalothrin,10,%,Liquid
a1YOF0000002SEj2AM,Lambda-cyhalothrin,10,%,Liquid
a1YOF0000002SGL2A2,Propaquizafop,10,%,
a1YOF0000002SMn2AM,Deltamethrin,10,%,Liquid
a1YOF0000002Suf2AE,Propaquizafop,10,%,Liquid
a1YOF0000002T2j2AE,Quizalofop-P-ethyl,10,%,Liquid
a1YOF000000bjpN2AQ,Garlic,10,%,Liquid
a1YOF000000daOb2AI,Humic Acids,10,%,Liquid
a1YOF000000Dwar2AC,Purpureocillium lilacinum strain PL11,10,%,Dry
a1YOF000000hOa92AE,Propaquizafop,10,%,Liquid
a1YOF000000hOof2AE,Oxathiapiprolin,10,%,Liquid
a1YOF000000hOQT2A2,Lambda-cyhalothrin,10,%,Liquid
a1YOF000000hOTh2AM,Propaquizafop,10,%,Liquid
a1YOF000000hP9d2AE,Amisulbrom,10,%,Liquid
a1YOF000000hPXp2AM,Lambda-cyhalothrin,10,%,Liquid
a1YOF000000hurl2AA,Lambda-cyhalothrin,10,%,Liquid
a1YOF000000hutN2AQ,Lambda-cyhalothrin,10,%,Liquid
a1YOF000000Vt532AC,Methylated Vegetable Oil,10,%,Liquid
a1YOF000000WHTx2AO,Soil bacteria,10,%,Dry
a1YOF000000XWHF2A4,Garlic Oil,10,%,Liquid
a1Y4W000002lgbKUAQ,Bacillus subtilis strain QST 713,10.2,g/L,Liquid
a1Y4W000002lTaPUAU,Chloropicrin,10.3,lb/gal,Liquid
a1Y4W000002lTaQUAU,Chloropicrin,10.3,lb/gal,Liquid
a1Y4W000002lTbnUAE,Bacillus thuringiensis,10.3,%,Dry
a1Y4W000002lTUVUA2,Bacillus thuringiensis,10.3,%,Dry
a1Y4W000002lgV6UAI,Sorbiton Ester,11.87,%,Liquid
a1Y4W000002lTZbUAM,Peroxyacetic acid,12,%,Liquid
a1Y4W000002lgYXUAY,Alkylamine Ethoxylate Propoxylate,12.5,%,Liquid
a1Y4W000002lgYXUAY,Polyoxyethylene (20) Sorbitan Monolaurate,12.5,%,Liquid
a1Y4W000002lTRQUA2,Chlorothalonil,12.5,%,Dry
a1YOF0000002J3N2AU,Fluazifop-p-butyl,12.5,%,Liquid
a1Y4W000002lTacUAE,Bacillus subtilis strain FZB24,13,%,Dry
a1Y4W000002lTkhUAE,Bacillus subtilis strain QST 713,13,g/L,Liquid
a1Y4W000002lTYwUAM,Lambda-cyhalothrin,13,%,Liquid
a1YOF0000008USL2A2,Bacillus subtilis strain QST 713,13.4,g/L,Liquid
a1Y4W000002lTaOUAU,Chloropicrin,13.88,lb/gal,Liquid
a1Y4W000002lTTrUAM,Copper Oxychloride,14.2,%,Dry
a1Y4W000002lgfGUAQ,Bacillus subtilis strain QST 713,14.6,%,Dry
a1Y4W000002lTkiUAE,Bacillus subtilis strain QST 713,14.6,%,Dry
a1Y4W000002lrl3UAA,aliphatic alcohol ethoxylate,14.96,%,Liquid
a1Y4W000002lrl3UAA,Sodium Lauryl Ether Sulfate,14.96,%,Liquid
a1Y4W000002luB3UAI,Secondary alcohol ethoxylate and sodium lauryl ether sulfate,14.96,%,Liquid
a1Y4W000002lgcPUAQ,Heptamethyl Trisiloxane,15,%,Liquid
a1Y4W000002lgVrUAI,"Modified Soya Lecithin, Propionic Acid",15,g/L,Liquid
a1Y4W000002lgW4UAI,Polyalkylene Oxide Modified,15,%,Liquid
a1Y4W000002lgXCUAY,Polyoxyethylene (5-8 EO) C10-C15 primary alcohol,15,%,Liquid
a1Y4W000002lTl8UAE,Bacillus thuringiensis strain SA-12,15,%,Liquid
a1Y4W000002lTU9UAM,Bacillus thuringiensis,15,%,Dry
a1Y4W000002lTWNUA2,Bacillus thuringiensis,15,%,Dry
a1Y4W000002lTX7UAM,Ethoprop,15,%,Dry
a1Y4W000002lU3FUAU,Fatty acids,15,%,Liquid
a1Y4W000002lU6zUAE,Benthiavalicarb,15,%,Dry
a1Y4W000004CxHDUA0,Mancozeb,15,%,Dry
a1YOF0000000z8L2AQ,Ethoprop,15,%,Dry
a1YOF0000002enl2AA,Spirotetramat,15,%,Liquid
a1YOF0000002fAL2AY,Valifenalate,15,%,Liquid
a1YOF0000002Gwj2AE,Valifenalate,15,%,Liquid
a1YOF0000002JD32AM,Spirotetramat,15,%,Liquid
a1YOF0000002SbJ2AU,Spirotetramat,15,%,Liquid
a1YOF000000hObl2AE,Spirotetramat,15,%,Liquid
a1YOF000000iGDx2AM,Flufenacet,15,%,Liquid
a1Y4W000002lTaVUAU,Sulfuric Acid,15.3,lb/gal,Liquid
a1Y4W000002lTkrUAE,Mancozeb,16,%,Dry
a1Y4W000002lTSvUAM,Clothianidin,16,%,Dry
a1Y4W000002lTUfUAM,S-metolachlor,16,%,Dry
a1Y4W000002lU40UAE,Ammonium Sulphate,16,%,Liquid
a1YOF0000002fyL2AQ,Cyazofamid,16,%,Liquid
a1YOF0000002Scv2AE,Cyazofamid,16,%,Liquid
a1YOF000000c4FV2AY,Ethoxylated Alkyl Phenols,16,%,Liquid
a1YOF000000hPRN2A2,Cyazofamid,16,%,Liquid
a1YOF000000hui52AA,Cyazofamid,16,%,Liquid
a1YOF000000huWn2AI,Cyazofamid,16,%,Liquid
a1YOF000000hvB72AI,Cyazofamid,16,%,
a1Y4W000002lfHvUAI,Non-Ionic Liquid Wetting Agent,17,%,Liquid
a1Y4W000002lTSKUA2,Streptomycin,17,%,Dry
a1Y4W000002lgXCUAY,Natural Fatty Acids,17.5,%,Liquid
a1Y4W000002lU3NUAU,Metribuzin,17.5,%,Dry
a1Y4W000002lgVlUAI,Cymoxanil,18,%,Dry
a1Y4W000002lTiUUAU,Prothioconazole,18,g/L,Liquid
a1Y4W000002lU3dUAE,Cymoxanil,18,%,Dry
a1Y4W000002lTZbUAM,Hydrogen peroxide,18.5,%,Liquid
a1YOF0000002euD2AQ,Fatty acids: pelargonic acid,18.67,%,Liquid
a1Y4W000002lgVoUAI,Polyoxethylene (5-7eo) C10-c15 Primary Alcohol (19 % w/w),19,%,Liquid
a1Y4W000002lgXGUAY,alkoxylated alcohol,19,%,Liquid
a1Y4W000002lgXZUAY,polyoxyethylene (5-7EO) C10-C15 primary alcohol,19,%,Liquid
a1Y4W000002lgYUUAY,Ethylene Oxide Condensate,19,%,Liquid
a1Y4W000002lgYvUAI,Ethylene Oxide Condensate,19,%,Liquid
a1Y4W000002lgYdUAI,polyoxyethylene alcohols,19.1,g/L,Liquid
a1Y4W000002lgYeUAI,polyoxyethylene alcohols,19.1,g/L,Liquid
a1Y4W000002lgYxUAI,polyoxyethylene alcohols,19.1,g/L,Liquid
a1YOF000000gadP2AQ,Oxathiapiprolin,19.1,g/L,Liquid
a1Y4W000002lTjMUAU,Difenoconazole,19.4,g/L,Liquid
a1YOF0000000udJ2AQ,alcohol ethoxylate,19.4,%,Liquid
a1YOF000000KDSX2A4,Copper sulfate pentahydrate,19.8,%,Dry
a1Y4W000002lgaUUAQ,Acetamiprid,20,%,Dry
a1Y4W000002lgbOUAQ,Allyloxypolyethylene Glycol Methyl Ether,20,%,Liquid
a1Y4W000002lgV6UAI,alcohol ethoxylate,20,%,Liquid
a1Y4W000002lgYsUAI,alcohol ethoxylate,20,%,Liquid
a1Y4W000002lgZ8UAI,Polyalkylene Oxide Modified,20,%,Liquid
a1Y4W000002lTbaUAE,Chlorantraniliprole,20,%,Dry
a1Y4W000002lTbaUAE,Thiamethoxam (foliar),20,%,Dry
a1Y4W000002lTepUAE,Phorate,20,%,Dry
a1Y4W000002lTjSUAU,Cyantraniliprole,20,%,Dry
a1Y4W000002lTjSUAU,Thiamethoxam,20,%,Dry
a1Y4W000002lTRqUAM,Phorate,20,%,Dry
a1Y4W000002lTUyUAM,EPTC,20,%,Dry
a1Y4W000002lTV7UAM,Gibberellic acid,20,%,Dry
a1Y4W000002lTVUUA2,Gibberellic acid,20,%,Dry
a1Y4W000002lTYFUA2,Phorate,20,%,Dry
a1Y4W000002lU4uUAE,Acetamiprid,20,%,Dry
a1YOF0000002fAL2AY,Fluazinam,20,%,Liquid
a1YOF0000002fTh2AI,Acetamiprid,20,%,Dry
a1YOF0000002Gwj2AE,Fluazinam,20,%,Liquid
a1YOF000000hP9d2AE,Mandipropamid,20,%,Liquid
a1YOF000000hPET2A2,Amisulbrom,20,%,Liquid
a1YOF000000hvMP2AY,Flupyradifurone,20,%,Liquid
a1YOF000000WHNV2A4,Thyme Oil,20,%,Liquid
a1Y4W000002lThOUAU,Bacillus thuringiensis strain EVB113-19,21.7,%,Dry
a1Y4W000002lgYdUAI,fatty alcohol ethylene oxide condensate,22.5,g/L,Liquid
a1Y4W000002lgYeUAI,fatty alcohol ethylene oxide condensate,22.5,g/L,Liquid
a1Y4W000002lgYxUAI,fatty alcohol ethylene oxide condensate,22.5,g/L,Liquid
a1YOF000000hOjp2AE,Cymoxanil,22.5,%,Liquid
a1YOF000000hOrt2AE,Cymoxanil,22.5,%,Liquid
a1YOF000000hPUb2AM,Cymoxanil,22.5,%,Liquid
a1Y4W000002lU3NUAU,Flufenacet,24,%,Dry
a1Y4W000002lTjoUAE,Elemental Copper,24.4,%,Liquid
a1Y4W000002lTZFUA2,Bacillus subtilis strain FZB24,24.5,%,Dry
a1Y4W000002lgaDUAQ,Polyoxypropylene; Polyoxyethylene (12eo),25,%,Liquid
a1Y4W000002lgb2UAA,Rimsulfuron,25,%,Dry
a1Y4W000002lgcEUAQ,Cymoxanil,25,%,Dry
a1Y4W000002lgcjUAA,Methyl Esters Of Soybean Fatty Acids,25,%,Liquid
a1Y4W000002lgcjUAA,polyoxyethylene (5-7EO) C10-C15 primary alcohol,25,%,Liquid
a1Y4W000002lgcYUAQ,Methyl Esters Of Soybean Fatty Acids,25,%,Liquid
a1Y4W000002lgcYUAQ,polyoxyethylene (5-7EO) C10-C15 primary alcohol,25,%,Liquid
a1Y4W000002lge0UAA,Rimsulfuron,25,%,Dry
a1Y4W000002lgebUAA,Rimsulfuron,25,%,Dry
a1Y4W000002lgfJUAQ,Chlorpropham,25,%,Liquid
a1Y4W000002lgVeUAI,Esfenvalerate,25,g/L,Liquid
a1Y4W000002lgVJUAY,Polyoxyethylene/polyoxypropylene Block Copolymer,25,%,Liquid
a1Y4W000002lgVlUAI,Mandipropamid,25,%,Dry
a1Y4W000002lgW6UAI,Polyoxyethylene Sorbitan Monolaurate,25,%,Liquid
a1Y4W000002lgY7UAI,Esfenvalerate,25,g/L,Liquid
a1Y4W000002lgZFUAY,Methyl Esters Of Soybean Fatty Acids,25,%,Liquid
a1Y4W000002lgZFUAY,polyoxyethylene (5-7EO) C10-C15 primary alcohol,25,%,Liquid
a1Y4W000002lgZoUAI,Alkoxylated Fatty Amine,25,%,Liquid
a1Y4W000002lt4CUAQ,Rimsulfuron,25,%,Dry
a1Y4W000002lTaeUAE,Cymoxanil,25,%,Dry
a1Y4W000002lTaeUAE,Famoxadone,25,%,Dry
a1Y4W000002lTh0UAE,Thiamethoxam,25,%,Dry
a1Y4W000002ltHcUAI,Bacillus licheniformis,25,%,Liquid
a1Y4W000002lTi9UAE,Spinetoram,25,%,Dry
a1Y4W000002lTiNUAU,Bacillus amyloliquefaciens strain D747,25,%,Dry
a1Y4W000002lTk3UAE,Rimsulfuron,25,%,Dry
a1Y4W000002lTk4UAE,Rimsulfuron,25,%,Dry
a1Y4W000002lTkoUAE,Rimsulfuron,25,%,Dry
a1Y4W000002lTkOUAU,Rimsulfuron,25,%,Dry
a1Y4W000002lTl3UAE,Cymoxanil,25,%,Dry
a1Y4W000002lTS6UAM,Thiamethoxam,25,%,Dry
a1Y4W000002lTUCUA2,Spinetoram,25,%,Dry
a1Y4W000002lTVmUAM,Rimsulfuron,25,%,Dry
a1Y4W000002lTVRUA2,Trifloxystrobin,25,%,Dry
a1Y4W000002lTWgUAM,Rimsulfuron,25,%,Dry
a1Y4W000002lTYCUA2,Permethrin,25,%,Dry
a1Y4W000002lTYkUAM,Rimsulfuron,25,%,Dry
a1Y4W000002lTYPUA2,Permethrin,25,%,Dry
a1Y4W000002lU3bUAE,Rimsulfuron,25,%,Dry
a1Y4W000002lU3dUAE,Mandipropamid,25,%,Dry
a1Y4W000002lU52UAE,Esfenvalerate,25,g/L,Liquid
a1Y4W000002lU6fUAE,Esfenvalerate,25,g/L,Liquid
a1Y4W000002lU6gUAE,Esfenvalerate,25,g/L,Liquid
a1Y4W000002lU6iUAE,Cymoxanil,25,%,Dry
a1Y4W000002lU6iUAE,Famoxadone,25,%,Dry
a1Y4W000002lU6nUAE,Rimsulfuron,25,%,Dry
a1Y4W000002lU6NUAU,Cymoxanil,25,%,Dry
a1Y4W000002w8HjUAI,"2-Hydroxy-1,2,3-propanetricarboxylic Acid",25,%,Liquid
a1YOF0000001Qi12AE,Rimsulfuron,25,%,Dry
a1YOF00000028JF2AY,Azoxystrobin,25,%,Liquid
a1YOF00000028Sv2AI,Azoxystrobin,25,%,Liquid
a1YOF00000029vF2AQ,Azoxystrobin,25,%,Liquid
a1YOF0000002A4v2AE,Azoxystrobin,25,%,Liquid
a1YOF0000002f5V2AQ,Azoxystrobin,25,%,Liquid
a1YOF0000002f8j2AA,Azoxystrobin,25,%,Liquid
a1YOF0000002flR2AQ,Azoxystrobin,25,%,Liquid
a1YOF0000002frt2AA,Azoxystrobin,25,%,Liquid
a1YOF0000002I8v2AE,Azoxystrobin,25,%,Liquid
a1YOF0000002IFN2A2,Azoxystrobin,25,%,Liquid
a1YOF0000002J1l2AE,Rimsulfuron,25,%,Dry
a1YOF0000002J9p2AE,Rimsulfuron,25,%,Dry
a1YOF0000002JEf2AM,Rimsulfuron,25,%,Dry
a1YOF0000002S9t2AE,Azoxystrobin,25,%,Liquid
a1YOF0000002SOP2A2,Azoxystrobin,25,%,Liquid
a1YOF0000002SRd2AM,Azoxystrobin,25,%,Liquid
a1YOF0000002SwH2AU,Metribuzin,25,%,Liquid
a1YOF0000002T4L2AU,Cymoxanil,25,%,Liquid
a1YOF0000002T4L2AU,Famoxadone,25,%,Liquid
a1YOF000000bjnl2AA,Thyme Oil,25,%,Liquid
a1YOF000000g6gv2AA,Bacillus amyloliquefaciens strain D747,25,%,Dry
a1YOF000000h6Oj2AI,Azoxystrobin,25,%,Liquid
a1YOF000000hOIP2A2,Rimsulfuron,25,%,Dry
a1YOF000000hOOr2AM,Rimsulfuron,25,%,Liquid
a1YOF000000hPWD2A2,Cymoxanil,25,%,Dry
a1YOF000000htvi2AA,Mandipropamid,25,%,Liquid
a1YOF000000hugT2AQ,Mandipropamid,25,%,Liquid
a1YOF000000hulJ2AQ,Cymoxanil,25,%,Dry
a1YOF000000hulJ2AQ,Famoxadone,25,%,Dry
a1YOF000000humv2AA,Cymoxanil,25,%,Dry
a1YOF000000huoX2AQ,Rimsulfuron,25,%,Dry
a1YOF000000huq92AA,Azoxystrobin,25,%,Liquid
a1YOF000000huYP2AY,Rimsulfuron,25,%,Dry
a1YOF000000hv7t2AA,Azoxystrobin,25,%,Liquid
a1YOF000000hvEL2AY,Azoxystrobin,25,%,Liquid
a1YOF000000N0VZ2A0,Rimsulfuron,25,%,Dry
a1Y4W000002lTSQUA2,Permethrin,26,%,Dry
a1Y4W000004CxnfUAC,"N-(n-butyl)-thiophosphoric triamide (NBPT),",26,%,Liquid
a1Y4W000002lTRlUAM,Bacillus subtilis strain QST 713,26.2,%,Dry
a1Y4W000002lTZsUAM,Bacillus subtilis strain QST 713,26.2,%,Dry
a1Y4W000002lU4iUAE,Pyraflufen-ethyl,26.5,g/L,Liquid
a1Y4W000002lU4zUAE,Pyraflufen-ethyl,26.5,g/L,Liquid
a1Y4W000002lU6QUAU,Boscalid,26.7,%,Dry
a1YOF0000002fv72AA,Boscalid,26.7,%,Liquid
a1YOF000000hOlR2AU,Boscalid,26.7,%,Dry
a1Y4W000002lgYcUAI,polyoxyethylene disiloxyanyl propylether,27,%,Liquid
a1Y4W000002lgYjUAI,polyoxyethylene disiloxyanyl propylether,27,%,Liquid
a1Y4W000002lgYqUAI,polyoxyethylene disiloxyanyl propylether,27,%,Liquid
a1Y4W000002lgYwUAI,polyoxyethylene disiloxyanyl propylether,27,%,Liquid
a1Y4W000002lTkyUAE,Hydrogen peroxide,27,%,Liquid
a1YOF000000hPMX2A2,Maleic hydrazide,27,%,Liquid
a1Y4W000002lTeZUAU,Peroxyacetic acid,27.5,g/L,Liquid
a1YOF000000VgRC2A0,Diemethly-siloxame,27.5,%,Liquid
a1Y4W000002lgZVUAY,Ethylene Oxide Condensate,28,%,Liquid
a1Y4W000002lTSqUAM,Copper,28.2,%,Dry
a1Y4W000002lTjTUAU,Abamectin,28.5,g/L,Liquid
a1Y4W000002lTRHUA2,Pseudomonas syringae,28.61,%,Dry
a1YOF000000V1av2AC,Potassium silicate,29,%,Liquid
a1Y4W000002lgVdUAI,Alkyl Pyrrolidones,29.2,%,Liquid
a1Y4W000002lTSgUAM,GABA,29.2,%,Dry
a1Y4W000002lTSgUAM,L-Glutamic acid,29.2,%,Dry
a1Y4W000002lTeFUAU,Pseudomonas syringae,29.8,%,Dry
a1YOF000000b0CL2AY,Pseudomonas syringae,29.8,%,Dry
a1YOF000000Wgc12AC,Pseudomonas syringae,29.8,%,Dry
a1Y4W000002lfHuUAI,Non-Ionic Liquid Wetting Agent,30,%,
a1Y4W000002lgbbUAA,Ethylene Oxide Condensate,30,%,Liquid
a1Y4W000002lgbDUAQ,Alkyl Ethoxylate,30,%,Liquid
a1Y4W000002lgVKUAY,Polyoxyethylene,30,%,Liquid
a1Y4W000002lgVmUAI,Alkyl Ethoxylate,30,%,Liquid
a1Y4W000002lgXvUAI,Polyoxyethylene,30,%,Liquid
a1Y4W000002lgYSUAY,Ethylene Oxide Condensate,30,%,Liquid
a1Y4W000002lTjmUAE,Oxathiapiprolin,30,g/L,Liquid
a1Y4W000002lTScUAM,Acetamiprid,30,%,Dry
a1Y4W000002lTShUAM,Indoxacarb,30,%,Dry
a1Y4W000002lTVkUAM,Chromobacterium subtsugae strain PRAA4-1,30,%,Dry
a1Y4W000002lTVlUAM,Chromobacterium subtsugae strain PRAA4-1,30,%,Dry
a1Y4W000002lU6aUAE,Clomazone,30,g/L,Liquid
a1Y4W000002lU78UAE,Oxathiapiprolin,30,g/L,Liquid
a1Y4W000002luRQUAY,Acetamiprid,30,%,Liquid
a1Y4W000004Cv6UUAS,N-(n-butyl) thiophosphoric triamide,30,%,Liquid
a1Y4W000004Cy9uUAC,Fulvic Acid,30,%,Liquid
a1YOF0000002T7Z2AU,Fluxapyroxad,30,%,Liquid
a1YOF000000R2k52AC,Phosphate Ester,30,%,Liquid
a1YOF0000000uev2AA,Alkyl Aryl Polyethoxy Ethanol,30.7,%,Liquid
a1Y4W000002lgaaUAA,Polyoxyethylene (5-7 Eo) C9-c11 Primary Alcohol,31,%,Liquid
a1Y4W000002lgaaUAA,Polyoxyethylene (8-12 Eo) c9-c11 Primary Alcohol,31,%,Liquid
a1Y4W000002lgbzUAA,Polyoxyethylene (5-7 Eo) C9-c11 Primary Alcohol,31,%,Liquid
a1Y4W000002lgbzUAA,Polyoxyethylene (8-12 Eo) c9-c11 Primary Alcohol,31,%,Liquid
a1Y4W000002lgcNUAQ,Polyoxyethylene (5-7 Eo) C9-c11 Primary Alcohol,31,%,Liquid
a1Y4W000002lgcNUAQ,Polyoxyethylene (8-12 Eo) c9-c11 Primary Alcohol,31,%,Liquid
a1Y4W000002lThNUAU,Capric Acid,31.6,%,Liquid
a1Y4W000002lgYbUAI,linear alcohol surfactant,32.6,%,Liquid
a1Y4W000002lgYmUAI,linear alcohol surfactant,32.6,%,Liquid
a1Y4W000002lgcIUAQ,linear alcohol surfactant,32.67,%,Liquid
a1Y4W000002lgauUAA,Cymoxanil,33,%,Dry
a1Y4W000002lgauUAA,Zoxamide,33,%,Dry
a1Y4W000002lU5GUAU,Cymoxanil,33,%,Dry
a1Y4W000002lU5GUAU,Zoxamide,33,%,Dry
a1YOF0000002fK12AI,Pendimethalin,33,%,Liquid
a1YOF0000002fNF2AY,Pendimethalin,33,%,Liquid
a1YOF000000Vfuv2AC,Ammonium Sulfate,34,%,Dry
a1Y4W000002lgbCUAQ,Polyoxyethylene/polyoxypropylene Block Copolymer,35,%,Liquid
a1Y4W000002lgbIUAQ,Modified Soya Lecithin,35,%,Liquid
a1Y4W000002lgbIUAQ,Propionic Acid,35,%,Liquid
a1Y4W000002lgYDUAY,Modified Soya Lecithin,35,%,Liquid
a1Y4W000002lgYDUAY,Propionic Acid,35,%,Liquid
a1Y4W000002lU5FUAU,Modified Soya Lecithin,35,%,Liquid
a1Y4W000002lU5FUAU,Propionic Acid,35,%,Liquid
a1Y4W000004CxKMUA0,"Saccharides, alkyl polyglucoside, ammonium sulfate",35,%,Liquid
a1YOF000000bjqz2AA,Alkyl PolyGlucoside,35,%,Liquid
a1YOF000000eVDB2A2,Oxathiapiprolin,35,g/L,Liquid
a1Y4W000002lTT7UAM,Spinosad,36,%,Dry
a1YOF00000028EP2AY,Clomazone,36,%,Liquid
a1YOF00000028Hd2AI,Clomazone,36,%,Liquid
a1YOF00000028UX2AY,Clomazone,36,%,Liquid
a1YOF00000028vx2AA,Clomazone,36,%,Liquid
a1YOF0000002ecT2AQ,Clomazone,36,%,Liquid
a1YOF0000002em92AA,Clomazone,36,%,Liquid
a1YOF0000002ez32AA,Clomazone,36,%,Liquid
a1YOF0000002ITt2AM,Clomazone,36,%,Liquid
a1YOF0000002IvJ2AU,Clomazone,36,%,Liquid
a1YOF0000002TSX2A2,Clomazone,36,%,Liquid
a1YOF000000h6LV2AY,Clomazone,36,%,Liquid
a1YOF000000hODZ2A2,Glyphosate,36,%,Liquid
a1YOF000000hOn32AE,Glyphosate,36,%,Liquid
a1YOF000000hONF2A2,Clomazone,36,%,Liquid
a1YOF000000hPG52AM,Glyphosate,36,%,Liquid
a1YOF000000hPHh2AM,Glyphosate,36,%,Liquid
a1YOF000000hua12AA,Glyphosate,36,%,Liquid
